Docket Number,Country,Sub Case,Status,Other Reference No.,Application No,Filing Date,No,Due Date,Amount,CPI Payment Date
18CHEM0061,GC,,Pending,18CHEM0061-GC-NP,202040457,9/13/2020,6,3/1/2025,1379,2/16/2025
18CHEM0061,GC,,Pending,18CHEM0061-GC-NP,202040457,9/13/2020,7,3/1/2026,1432,
18CHEM0063,CN,,Granted,18CHEM0063-CN-PCT,202180025663.7,9/29/2022,5,3/4/2025,199,2/16/2025
18CHEM0063,CN,,Granted,18CHEM0063-CN-PCT,202180025663.7,9/29/2022,6,3/4/2026,195,
18CHEM0063,EP,,Pending,18CHEM0063-EP-EPT,21714948.3,10/27/2022,5,3/4/2025,1175,3/26/2025
18CHEM0063,EP,,Pending,18CHEM0063-EP-EPT,21714948.3,10/27/2022,6,3/4/2026,1449,
18CHEM0063,IN,,Granted,18CHEM0063-IN-PCT,202247055250,9/27/2022,5,3/4/2025,137,2/21/2025
18CHEM0063,IN,,Granted,18CHEM0063-IN-PCT,202247055250,9/27/2022,6,3/4/2026,91,
18CHEM0063,SA,,Pending,18CHEM0063-SA-PCT,522440702,9/28/2022,4,3/1/2025,638,2/16/2025
18CHEM0063,SA,,Pending,18CHEM0063-SA-PCT,522440702,9/28/2022,5,3/1/2026,772,
18CHEM0066,CN,,Abandoned,18CHEM0066-CN-PCT,202080061003.X,2/28/2022,5,7/30/2024,188,6/29/2024
18CHEM0066,CN,,Abandoned,18CHEM0066-CN-PCT,202080061003.X,2/28/2022,6,7/30/2025,195,
18CHEM0066,CN,,Abandoned,18CHEM0066-CN-PCT,202080061003.X,2/28/2022,7,7/30/2026,306,
18CHEM0066,EP,,Abandoned,18CHEM0066-EP-EPT,20753445.4,1/20/2022,5,7/30/2024,1159,7/26/2024
18CHEM0066,EP,,Abandoned,18CHEM0066-EP-EPT,20753445.4,1/20/2022,6,7/30/2025,1326,
18CHEM0066,EP,,Abandoned,18CHEM0066-EP-EPT,20753445.4,1/20/2022,7,7/30/2026,1501,
18CHEM0066,GC,,Abandoned,18CHEM0066-GC-NP,202040237,8/5/2020,6,3/1/2025,1379,2/16/2025
18CHEM0066,GC,,Abandoned,18CHEM0066-GC-NP,202040237,8/5/2020,7,3/1/2026,1432,
18CHEM0066,IN,,Abandoned,18CHEM0066-IN-PCT,202217003344,1/20/2022,6,7/30/2025,136,
18CHEM0066,IN,,Abandoned,18CHEM0066-IN-PCT,202217003344,1/20/2022,7,7/30/2026,237,
18CHEM0068,EP,,Pending,18CHEM0068-EP-EPT,20753443.9,1/20/2022,5,7/30/2024,1159,7/26/2024
18CHEM0068,EP,,Pending,18CHEM0068-EP-EPT,20753443.9,1/20/2022,6,7/30/2025,1451,
18CHEM0068,EP,,Pending,18CHEM0068-EP-EPT,20753443.9,1/20/2022,7,7/30/2026,1642,
18CHEM0068,GC,,Pending,18CHEM0068-GC-DIV[2],41726,7/31/2023,6,3/1/2025,1379,2/16/2025
18CHEM0068,GC,,Pending,18CHEM0068-GC-DIV[2],41726,7/31/2023,7,3/1/2026,1432,
18CHEM0068,GC,A,Pending,18CHEM0068-GC-NP,202040236,8/5/2020,6,3/1/2025,1379,2/16/2025
18CHEM0068,GC,A,Pending,18CHEM0068-GC-NP,202040236,8/5/2020,7,3/1/2026,1432,
18CHEM0068,GC,B,Pending,18CHEM0068-GC-DIV,41760,3/17/2022,6,3/1/2025,1379,2/16/2025
18CHEM0068,GC,B,Pending,18CHEM0068-GC-DIV,41760,3/17/2022,7,3/1/2026,1432,
18CHEM0069,EP,,Abandoned,18CHEM0069-EP-EPT,20746719.2,1/24/2022,5,7/21/2024,1159,7/26/2024
18CHEM0069,EP,,Abandoned,18CHEM0069-EP-EPT,20746719.2,1/24/2022,6,7/21/2025,1451,
18CHEM0069,EP,,Abandoned,18CHEM0069-EP-EPT,20746719.2,1/24/2022,7,7/21/2026,1645,
18CHEM0069,GC,,Abandoned,18CHEM0069-GC-NP,202040241,8/5/2020,6,3/1/2025,1379,2/16/2025
18CHEM0069,GC,,Abandoned,18CHEM0069-GC-NP,202040241,8/5/2020,7,3/1/2026,1432,
18CHEM0069,IN,,Abandoned,18CHEM0069-IN-PCT,202217001828,1/12/2022,6,7/21/2025,136,
18CHEM0070,CN,,Abandoned,18CHEM0070-CN-PCT,202080061874.1,3/3/2022,5,7/30/2024,195,7/29/2024
18CHEM0070,CN,,Abandoned,18CHEM0070-CN-PCT,202080061874.1,3/3/2022,6,7/30/2025,195,
18CHEM0070,CN,,Abandoned,18CHEM0070-CN-PCT,202080061874.1,3/3/2022,7,7/30/2026,306,
18CHEM0070,EP,,Abandoned,18CHEM0070-EP-EPT,20753441.3,1/20/2022,5,7/30/2024,1159,7/26/2024
18CHEM0070,EP,,Abandoned,18CHEM0070-EP-EPT,20753441.3,1/20/2022,6,7/30/2025,1326,
18CHEM0070,EP,,Abandoned,18CHEM0070-EP-EPT,20753441.3,1/20/2022,7,7/30/2026,1501,
18CHEM0070,GC,,Abandoned,18CHEM0070-GC-NP,202040239,8/5/2020,6,3/1/2025,1379,2/16/2025
18CHEM0070,GC,,Abandoned,18CHEM0070-GC-NP,202040239,8/5/2020,7,3/1/2026,1432,
18CHEM0070,IN,,Abandoned,18CHEM0070-IN-PCT,202217003587,1/21/2022,5,7/30/2024,143,
18CHEM0070,IN,,Abandoned,18CHEM0070-IN-PCT,202217003587,1/21/2022,6,7/30/2025,136,
18CHEM0070,IN,,Abandoned,18CHEM0070-IN-PCT,202217003587,1/21/2022,7,7/30/2026,237,
18CHEM0072,EP,,Abandoned,18CHEM0072-EP-EPT,20746721.8,1/24/2022,5,7/21/2024,1159,7/26/2024
18CHEM0072,EP,,Abandoned,18CHEM0072-EP-EPT,20746721.8,1/24/2022,6,7/21/2025,1451,
18CHEM0072,EP,,Abandoned,18CHEM0072-EP-EPT,20746721.8,1/24/2022,7,7/21/2026,1645,
18CHEM0072,GC,,Abandoned,18CHEM0072-GC-DIV[2],202041725,7/31/2023,6,3/1/2025,1379,2/16/2025
18CHEM0072,GC,,Abandoned,18CHEM0072-GC-DIV[2],202041725,7/31/2023,7,3/1/2026,1432,
18CHEM0072,GC,A,Abandoned,18CHEM0072-GC-NP,202040243,8/5/2020,6,3/1/2025,1379,2/16/2025
18CHEM0072,GC,A,Abandoned,18CHEM0072-GC-NP,202040243,8/5/2020,7,3/1/2026,1432,
18CHEM0072,GC,B,Abandoned,18CHEM0072-GC-DIV,2020/41664,3/14/2022,6,3/1/2025,1379,2/16/2025
18CHEM0072,GC,B,Abandoned,18CHEM0072-GC-DIV,2020/41664,3/14/2022,7,3/1/2026,1432,
18CHEM0073,GC,,Pending,18CHEM0073-GC-NP,38980,1/7/2020,6,3/1/2025,1379,2/16/2025
18CHEM0073,GC,,Pending,18CHEM0073-GC-NP,38980,1/7/2020,7,3/1/2026,1432,
18CHEM0074,SA,,Abandoned,18CHEM0074-SA-PCD,523451821,12/6/2023,5,3/1/2025,787,
18CHEM0074,SA,A,Granted,18CHEM0074-SA-PCT,522432583,5/12/2022,5,3/1/2025,772,2/16/2025
18CHEM0074,SA,A,Granted,18CHEM0074-SA-PCT,522432583,5/12/2022,6,3/1/2026,905,
18CHEM0075,EP,,Pending,18CHEM0075-EP-EPT[2],21786588.0,3/30/2023,4,9/27/2024,980,9/26/2024
18CHEM0075,EP,,Pending,18CHEM0075-EP-EPT[2],21786588.0,3/30/2023,5,9/27/2025,1257,
18CHEM0075,EP,,Pending,18CHEM0075-EP-EPT[2],21786588.0,3/30/2023,6,9/27/2026,1449,
18CHEM0075,SA,,Granted,18CHEM0075-SA-PCT[2],523440058,3/30/2023,4,3/1/2025,638,2/16/2025
18CHEM0075,SA,,Granted,18CHEM0075-SA-PCT[2],523440058,3/30/2023,5,3/1/2026,772,
18CHEM0075,SA,1,Abandoned,18CHEM0075-SA-DIV[1],524452148,5/6/2024,4,3/1/2025,653,
18CHEM0078,EP,,Granted,18CHEM0078-EP-EPT,20726542.2,12/21/2021,6,5/6/2025,1326,
18CHEM0078,EP,,Granted,18CHEM0078-EP-EPT,20726542.2,12/21/2021,7,5/6/2026,1549,
18CHEM0078,GC,,Pending,18CHEM0078-GC-NP,202039786,5/20/2020,6,3/1/2025,1379,2/16/2025
18CHEM0078,GC,,Pending,18CHEM0078-GC-NP,202039786,5/20/2020,7,3/1/2026,1432,
18CHEM0078,DE,1,Granted,18CHEM0078-DE-EPP[1],20726542.2,12/21/2021,6,5/6/2025,184,5/24/2025
18CHEM0078,DE,1,Granted,18CHEM0078-DE-EPP[1],20726542.2,12/21/2021,7,5/6/2026,270,
18CHEM0078,FR,1,Granted,18CHEM0078-FR-EPP[1],20726542.2,12/21/2021,6,5/6/2025,97,5/24/2025
18CHEM0078,FR,1,Granted,18CHEM0078-FR-EPP[1],20726542.2,12/21/2021,7,5/6/2026,127,
18CHEM0078,GB,1,Granted,18CHEM0078-GB-EPP[1],20726542.2,12/21/2021,6,5/6/2025,134,5/26/2025
18CHEM0078,GB,1,Granted,18CHEM0078-GB-EPP[1],20726542.2,12/21/2021,7,5/6/2026,171,
18CHEM0078,NL,1,Granted,18CHEM0078-NL-EPP[1],20726542.2,12/21/2021,6,5/6/2025,196,5/26/2025
18CHEM0078,NL,1,Granted,18CHEM0078-NL-EPP[1],20726542.2,12/21/2021,7,5/6/2026,282,
18CHEM0081,EP,,Abandoned,18CHEM0081-EP-EPT,21816537.1,7/21/2023,4,11/22/2024,993,11/26/2024
18CHEM0081,EP,,Abandoned,18CHEM0081-EP-EPT,21816537.1,7/21/2023,5,11/22/2025,1257,
18CHEM0081,SA,,Abandoned,18CHEM0081-SA-PCT,523441640,7/18/2023,4,3/1/2025,638,2/16/2025
18CHEM0081,SA,,Abandoned,18CHEM0081-SA-PCT,523441640,7/18/2023,5,3/1/2026,772,
18CHEM0084,CN,,Granted,18CHEM0084-CN-PCT,202080061431.2,3/1/2022,5,7/29/2024,188,6/29/2024
18CHEM0084,CN,,Granted,18CHEM0084-CN-PCT,202080061431.2,3/1/2022,6,7/29/2025,195,
18CHEM0084,CN,,Granted,18CHEM0084-CN-PCT,202080061431.2,3/1/2022,7,7/29/2026,306,
18CHEM0084,EP,,Abandoned,18CHEM0084-EP-EPT,20751300.3,1/12/2022,5,7/29/2024,1159,7/26/2024
18CHEM0084,EP,,Abandoned,18CHEM0084-EP-EPT,20751300.3,1/12/2022,6,7/29/2025,1451,
18CHEM0084,EP,,Abandoned,18CHEM0084-EP-EPT,20751300.3,1/12/2022,7,7/29/2026,1645,
18CHEM0084,GC,,Abandoned,18CHEM0084-GC-NP,202040225,7/30/2020,6,3/1/2025,1379,2/16/2025
18CHEM0084,GC,,Abandoned,18CHEM0084-GC-NP,202040225,7/30/2020,7,3/1/2026,1432,
18CHEM0087,EP,,Pending,18CHEM0087-EP-EPT,20830350.3,7/4/2022,5,12/30/2024,1174,12/26/2024
18CHEM0087,EP,,Pending,18CHEM0087-EP-EPT,20830350.3,7/4/2022,6,12/30/2025,1449,
18CHEM0087,SA,,Pending,18CHEM0087-SA-PCT,522433206,6/30/2022,5,3/1/2025,772,2/16/2025
18CHEM0087,SA,,Pending,18CHEM0087-SA-PCT,522433206,6/30/2022,6,3/1/2026,905,
18CHEM0089,CN,,Abandoned,18CHEM0089-CN-PCT,202080056155.0,2/7/2022,6,7/21/2025,195,
18CHEM0089,CN,,Abandoned,18CHEM0089-CN-PCT,202080056155.0,2/7/2022,7,7/21/2026,306,
18CHEM0089,EP,,Abandoned,18CHEM0089-EP-EPT,20746288.8,1/24/2022,5,7/21/2024,1159,7/26/2024
18CHEM0089,EP,,Abandoned,18CHEM0089-EP-EPT,20746288.8,1/24/2022,6,7/21/2025,1451,
18CHEM0089,EP,,Abandoned,18CHEM0089-EP-EPT,20746288.8,1/24/2022,7,7/21/2026,1645,
18CHEM0089,GC,,Abandoned,18CHEM0089-GC-DIV,202041684,4/12/2022,6,3/1/2025,1379,2/16/2025
18CHEM0089,GC,,Abandoned,18CHEM0089-GC-DIV,202041684,4/12/2022,7,3/1/2026,1432,
18CHEM0089,GC,A,Abandoned,18CHEM0089-GC-NP,202040242,8/5/2020,6,3/1/2025,1379,2/16/2025
18CHEM0089,GC,A,Abandoned,18CHEM0089-GC-NP,202040242,8/5/2020,7,3/1/2026,1432,
18CHEM0089,IN,,Abandoned,18CHEM0089-IN-PCT,202217002099,1/13/2022,6,7/21/2025,136,
18CHEM0089,IN,,Abandoned,18CHEM0089-IN-PCT,202217002099,1/13/2022,7,7/21/2026,237,
18CHEM0092,SA,A,Granted,18CHEM0092-SA-NP,119400773,5/29/2019,6,3/1/2025,905,2/16/2025
18CHEM0092,SA,A,Granted,18CHEM0092-SA-NP,119400773,5/29/2019,7,3/1/2026,1039,
18CHEM0094,AE,,Pending,18CHEM0094-AE-PCT,P6000818/23,4/7/2023,4,10/11/2024,145,9/16/2024
18CHEM0094,AE,,Pending,18CHEM0094-AE-PCT,P6000818/23,4/7/2023,5,10/11/2025,145,
18CHEM0094,AE,,Pending,18CHEM0094-AE-PCT,P6000818/23,4/7/2023,6,10/11/2026,365,
18CHEM0094,EP,,Pending,18CHEM0094-EP-EPT,21801214.4,4/20/2023,4,10/11/2024,993,10/26/2024
18CHEM0094,EP,,Pending,18CHEM0094-EP-EPT,21801214.4,4/20/2023,5,10/11/2025,1257,
18CHEM0094,EP,,Pending,18CHEM0094-EP-EPT,21801214.4,4/20/2023,6,10/11/2026,1449,
18CHEM0094,IN,,Granted,18CHEM0094-IN-PCT,202347032603,5/9/2023,4,10/11/2024,136,
18CHEM0094,IN,,Granted,18CHEM0094-IN-PCT,202347032603,5/9/2023,5,10/11/2025,136,
18CHEM0094,IN,,Granted,18CHEM0094-IN-PCT,202347032603,5/9/2023,6,10/11/2026,136,
18CHEM0094,QA,,Pending,18CHEM0094-QA-PCT,QA/202304/00266,4/6/2023,4,10/11/2024,262,9/29/2024
18CHEM0094,QA,,Pending,18CHEM0094-QA-PCT,QA/202304/00266,4/6/2023,5,10/11/2025,290,
18CHEM0094,QA,,Pending,18CHEM0094-QA-PCT,QA/202304/00266,4/6/2023,6,10/11/2026,317,
18CHEM0094,SA,,Granted,18CHEM0094-SA-PCT,523440302,4/9/2023,4,3/1/2025,638,2/16/2025
18CHEM0094,SA,,Granted,18CHEM0094-SA-PCT,523440302,4/9/2023,5,3/1/2026,772,
18CHEM0095,AE,,Pending,18CHEM0095-AE-PCT,P6000825/23,4/10/2023,4,10/8/2024,145,9/16/2024
18CHEM0095,AE,,Pending,18CHEM0095-AE-PCT,P6000825/23,4/10/2023,5,10/8/2025,145,
18CHEM0095,AE,,Pending,18CHEM0095-AE-PCT,P6000825/23,4/10/2023,6,10/8/2026,365,
18CHEM0095,EP,,Pending,18CHEM0095-EP-EPT,21791472.0,4/20/2023,4,10/8/2024,993,10/26/2024
18CHEM0095,EP,,Pending,18CHEM0095-EP-EPT,21791472.0,4/20/2023,5,10/8/2025,1257,
18CHEM0095,EP,,Pending,18CHEM0095-EP-EPT,21791472.0,4/20/2023,6,10/8/2026,1449,
18CHEM0095,IN,,Granted,18CHEM0095-IN-PCT,202347032625,5/9/2023,4,10/8/2024,143,
18CHEM0095,IN,,Granted,18CHEM0095-IN-PCT,202347032625,5/9/2023,5,10/8/2025,136,
18CHEM0095,IN,,Granted,18CHEM0095-IN-PCT,202347032625,5/9/2023,6,10/8/2026,136,
18CHEM0095,QA,,Pending,18CHEM0095-QA-PCT,QA/202304/00263,4/6/2023,4,10/8/2024,262,9/29/2024
18CHEM0095,QA,,Pending,18CHEM0095-QA-PCT,QA/202304/00263,4/6/2023,5,10/8/2025,290,
18CHEM0095,QA,,Pending,18CHEM0095-QA-PCT,QA/202304/00263,4/6/2023,6,10/8/2026,317,
18CHEM0095,SA,,Pending,18CHEM0095-SA-PCT,523440300,4/9/2023,4,3/1/2025,638,2/16/2025
18CHEM0095,SA,,Pending,18CHEM0095-SA-PCT,523440300,4/9/2023,5,3/1/2026,772,
18CHEM0100,CN,,Granted,18CHEM0100-CN-PCT,202080080849.8,5/19/2022,6,10/20/2025,195,
18CHEM0100,CN,,Granted,18CHEM0100-CN-PCT,202080080849.8,5/19/2022,7,10/20/2026,306,
18CHEM0100,EP,,Pending,18CHEM0100-EP-EPT,20801007.4,5/19/2022,5,10/20/2024,1174,10/26/2024
18CHEM0100,EP,,Pending,18CHEM0100-EP-EPT,20801007.4,5/19/2022,6,10/20/2025,1451,
18CHEM0100,EP,,Pending,18CHEM0100-EP-EPT,20801007.4,5/19/2022,7,10/20/2026,1642,
18CHEM0100,GC,,Pending,18CHEM0100-GC-NP,202040715,10/22/2020,6,3/1/2025,1379,2/16/2025
18CHEM0100,GC,,Pending,18CHEM0100-GC-NP,202040715,10/22/2020,7,3/1/2026,1432,
18CHEM0102,EP,,Pending,18CHEM0102-EP-EPT,19710128.0,7/27/2021,7,1/28/2025,1536,1/26/2025
18CHEM0102,EP,,Pending,18CHEM0102-EP-EPT,19710128.0,7/27/2021,8,1/28/2026,1835,
18CHEM0102,GC,,Pending,18CHEM0102-GC-DIV,2020/41666,3/14/2022,6,3/1/2025,1379,2/16/2025
18CHEM0102,GC,,Pending,18CHEM0102-GC-DIV,2020/41666,3/14/2022,7,3/1/2026,1432,
18CHEM0102,GC,A,Abandoned,18CHEM0102-GC-NP,202039070,1/28/2020,6,3/1/2025,1394,
18CHEM0103,EP,,Pending,18CHEM0103-EP-EPT,19710127.2,7/20/2021,7,1/28/2025,1536,1/26/2025
18CHEM0103,EP,,Pending,18CHEM0103-EP-EPT,19710127.2,7/20/2021,8,1/28/2026,1835,
18CHEM0103,GC,,Pending,18CHEM0103-GC-DIV,202041665,3/14/2022,6,3/1/2025,1379,2/16/2025
18CHEM0103,GC,,Pending,18CHEM0103-GC-DIV,202041665,3/14/2022,7,3/1/2026,1432,
18CHEM0103,GC,A,Abandoned,18CHEM0103-GC-NP,202039071,1/28/2020,6,3/1/2025,1394,
18CHEM0106,SA,,Abandoned,18CHEM0106-SA-PCT,522441675,12/8/2022,4,3/1/2025,653,
18CHEM0110,EP,,Abandoned,18CHEM0110-EP-EPT,21711648.2,8/31/2022,5,2/24/2025,1175,
18CHEM0110,EP,,Abandoned,18CHEM0110-EP-EPT,21711648.2,8/31/2022,6,2/24/2026,1355,
18CHEM0110,IN,,Granted,18CHEM0110-IN-PCT,202247055258,9/27/2022,5,2/24/2025,137,2/7/2025
18CHEM0110,IN,,Granted,18CHEM0110-IN-PCT,202247055258,9/27/2022,6,2/24/2026,91,
18CHEM0110,OM,,Abandoned,18CHEM0110-OM-PCT,OM/P/2022/00342,8/11/2022,5,2/24/2025,1416,
18CHEM0110,OM,,Abandoned,18CHEM0110-OM-PCT,OM/P/2022/00342,8/11/2022,6,2/24/2026,1679,
18CHEM0110,SA,,Pending,18CHEM0110-SA-PCT,522440309,8/25/2022,4,3/1/2025,638,2/16/2025
18CHEM0110,SA,,Pending,18CHEM0110-SA-PCT,522440309,8/25/2022,5,3/1/2026,772,
18CHEM0114,CN,,Granted,18CHEM0114-CN-PCT,202080070528.X,4/7/2022,5,8/12/2024,188,7/16/2024
18CHEM0114,CN,,Granted,18CHEM0114-CN-PCT,202080070528.X,4/7/2022,6,8/12/2025,195,
18CHEM0114,CN,,Granted,18CHEM0114-CN-PCT,202080070528.X,4/7/2022,7,8/12/2026,306,
18CHEM0114,DE,,Abandoned,18CHEM0114-DE-EPT,20757964.0,8/12/2020,5,8/12/2024,123,8/24/2024
18CHEM0114,DE,,Abandoned,18CHEM0114-DE-EPT,20757964.0,8/12/2020,6,8/12/2025,195,
18CHEM0114,DE,,Abandoned,18CHEM0114-DE-EPT,20757964.0,8/12/2020,7,8/12/2026,270,
18CHEM0114,FR,,Abandoned,18CHEM0114-FR-EPT,20757964.0,8/12/2020,5,8/12/2024,51,8/24/2024
18CHEM0114,FR,,Abandoned,18CHEM0114-FR-EPT,20757964.0,8/12/2020,6,8/12/2025,102,
18CHEM0114,FR,,Abandoned,18CHEM0114-FR-EPT,20757964.0,8/12/2020,7,8/12/2026,127,
18CHEM0114,GB,,Granted,18CHEM0114-GB-EPT,20757964.0,8/12/2020,5,8/12/2024,102,8/26/2024
18CHEM0114,GB,,Granted,18CHEM0114-GB-EPT,20757964.0,8/12/2020,6,8/12/2025,140,
18CHEM0114,GB,,Granted,18CHEM0114-GB-EPT,20757964.0,8/12/2020,7,8/12/2026,171,
18CHEM0114,GC,,Pending,18CHEM0114-GC-NP,40444,9/10/2020,6,3/1/2025,1379,2/16/2025
18CHEM0114,GC,,Pending,18CHEM0114-GC-NP,40444,9/10/2020,7,3/1/2026,1432,
18CHEM0114,NL,,Granted,18CHEM0114-NL-EPT,20757964.0,8/12/2020,5,8/12/2024,123,8/26/2024
18CHEM0114,NL,,Granted,18CHEM0114-NL-EPT,20757964.0,8/12/2020,6,8/12/2025,207,
18CHEM0114,NL,,Granted,18CHEM0114-NL-EPT,20757964.0,8/12/2020,7,8/12/2026,282,
18PLAS0261,CN,,Granted,18PLAS0261-CN-PCT,202180009844.0,7/19/2022,5,2/9/2025,199,
18PLAS0261,CN,,Granted,18PLAS0261-CN-PCT,202180009844.0,7/19/2022,6,2/9/2026,195,
18PLAS0261,EP,,Pending,18PLAS0261-EP-EPT,21703928.8,8/29/2022,5,2/9/2025,1175,2/26/2025
18PLAS0261,EP,,Pending,18PLAS0261-EP-EPT,21703928.8,8/29/2022,6,2/9/2026,1449,
18PLAS0261,IN,,Granted,18PLAS0261-IN-PCT,202247055253,9/27/2022,5,2/9/2025,137,1/24/2025
18PLAS0261,IN,,Granted,18PLAS0261-IN-PCT,202247055253,9/27/2022,6,2/9/2026,91,
18POLY0002,CN,,Granted,18POLY0002-CN-PCT,201980076742.3,5/21/2021,6,11/22/2024,195,10/29/2024
18POLY0002,CN,,Granted,18POLY0002-CN-PCT,201980076742.3,5/21/2021,7,11/22/2025,306,
18POLY0002,EP,,Pending,18POLY0002-EP-EPT,19805344.9,5/31/2021,6,11/22/2024,1354,11/26/2024
18POLY0002,EP,,Pending,18POLY0002-EP-EPT,19805344.9,5/31/2021,7,11/22/2025,1642,
18POLY0003,EP,,Pending,18POLY0003-EP-EPT,19709064.0,9/21/2020,7,3/12/2025,1536,3/26/2025
18POLY0003,EP,,Pending,18POLY0003-EP-EPT,19709064.0,9/21/2020,8,3/12/2026,1835,
18POLY0005,CN,,Granted,18POLY0005-CN-PCT,202080041535.7,12/6/2021,6,6/5/2025,194,5/16/2025
18POLY0005,CN,,Granted,18POLY0005-CN-PCT,202080041535.7,12/6/2021,7,6/5/2026,306,
18POLY0005,DE,,Granted,18POLY0005-DE-EPT,20732165.4,6/5/2020,6,6/5/2025,179,
18POLY0005,DE,,Granted,18POLY0005-DE-EPT,20732165.4,6/5/2020,7,6/5/2026,270,
18POLY0005,FR,,Granted,18POLY0005-FR-EPT,20732165.4,6/5/2020,6,6/5/2025,94,
18POLY0005,FR,,Granted,18POLY0005-FR-EPT,20732165.4,6/5/2020,7,6/5/2026,127,
18POLY0005,GB,,Granted,18POLY0005-GB-EPT,20732165.4,6/5/2020,6,6/5/2025,130,
18POLY0005,GB,,Granted,18POLY0005-GB-EPT,20732165.4,6/5/2020,7,6/5/2026,171,
18POLY0005,IN,,Granted,18POLY0005-IN-PCT,202247000784,1/6/2022,6,6/5/2025,137,5/23/2025
18POLY0005,IN,,Granted,18POLY0005-IN-PCT,202247000784,1/6/2022,7,6/5/2026,192,
18POLY0006,CN,,Granted,18POLY0006-CN-PCT,201980015894.2,8/27/2020,7,2/28/2025,312,1/29/2025
18POLY0006,CN,,Granted,18POLY0006-CN-PCT,201980015894.2,8/27/2020,8,2/28/2026,306,
18POLY0006,DE,,Granted,18POLY0006-DE-EPT,19708383.5,2/28/2019,7,2/28/2025,253,2/24/2025
18POLY0006,DE,,Granted,18POLY0006-DE-EPT,19708383.5,2/28/2019,8,2/28/2026,357,
18POLY0006,FR,,Granted,18POLY0006-FR-EPT,19708383.5,2/28/2019,7,2/28/2025,120,2/24/2025
18POLY0006,FR,,Granted,18POLY0006-FR-EPT,19708383.5,2/28/2019,8,2/28/2026,177,
18POLY0006,GB,,Granted,18POLY0006-GB-EPT,19708383.5,2/28/2019,7,2/28/2025,161,2/26/2025
18POLY0006,GB,,Granted,18POLY0006-GB-EPT,19708383.5,2/28/2019,8,2/28/2026,200,
18POLY0006,JP,,Granted,18POLY0006-JP-PCT,2020-544955,8/26/2020,4,6/5/2026,120,
18POLY0009,EP,,Pending,18POLY0009-EP-EPT,19725593.8,12/11/2020,7,5/9/2025,1503,5/26/2025
18POLY0009,EP,,Pending,18POLY0009-EP-EPT,19725593.8,12/11/2020,8,5/9/2026,1835,
18POLY0011,EP,,Pending,18POLY0011-EP-EPT,19730383.7,1/4/2021,7,6/18/2025,1503,
18POLY0011,EP,,Pending,18POLY0011-EP-EPT,19730383.7,1/4/2021,8,6/18/2026,1835,
18POLY0012,BE,,Granted,18POLY0012-BE-EPT,19744638.8,7/11/2019,6,7/11/2024,117,7/26/2024
18POLY0012,BE,,Granted,18POLY0012-BE-EPT,19744638.8,7/11/2019,7,7/11/2025,145,
18POLY0012,BE,,Granted,18POLY0012-BE-EPT,19744638.8,7/11/2019,8,7/11/2026,176,
18POLY0012,DE,,Granted,18POLY0012-DE-EPT,19744638.8,7/11/2019,6,7/11/2024,180,7/24/2024
18POLY0012,DE,,Granted,18POLY0012-DE-EPT,19744638.8,7/11/2019,7,7/11/2025,270,
18POLY0012,DE,,Granted,18POLY0012-DE-EPT,19744638.8,7/11/2019,8,7/11/2026,357,
18POLY0012,DK,,Granted,18POLY0012-DK-EPT,19744638.8,7/11/2019,6,7/11/2024,244,7/24/2024
18POLY0012,DK,,Granted,18POLY0012-DK-EPT,19744638.8,7/11/2019,7,7/11/2025,309,
18POLY0012,DK,,Granted,18POLY0012-DK-EPT,19744638.8,7/11/2019,8,7/11/2026,348,
18POLY0012,ES,,Granted,18POLY0012-ES-EPT,19744638.8,7/11/2019,6,7/11/2024,87,7/24/2024
18POLY0012,ES,,Granted,18POLY0012-ES-EPT,19744638.8,7/11/2019,7,7/11/2025,145,
18POLY0012,ES,,Granted,18POLY0012-ES-EPT,19744638.8,7/11/2019,8,7/11/2026,178,
18POLY0012,FR,,Granted,18POLY0012-FR-EPT,19744638.8,7/11/2019,6,7/11/2024,95,7/24/2024
18POLY0012,FR,,Granted,18POLY0012-FR-EPT,19744638.8,7/11/2019,7,7/11/2025,127,
18POLY0012,FR,,Granted,18POLY0012-FR-EPT,19744638.8,7/11/2019,8,7/11/2026,177,
18POLY0012,IT,,Granted,18POLY0012-IT-EPT,19744638.8,7/11/2019,6,7/11/2024,119,7/16/2024
18POLY0012,IT,,Granted,18POLY0012-IT-EPT,19744638.8,7/11/2019,7,7/11/2025,166,
18POLY0012,IT,,Granted,18POLY0012-IT-EPT,19744638.8,7/11/2019,8,7/11/2026,229,
18POLY0012,NL,,Granted,18POLY0012-NL-EPT,19744638.8,7/11/2019,6,7/11/2024,192,7/26/2024
18POLY0012,NL,,Granted,18POLY0012-NL-EPT,19744638.8,7/11/2019,7,7/11/2025,282,
18POLY0012,NL,,Granted,18POLY0012-NL-EPT,19744638.8,7/11/2019,8,7/11/2026,357,
18POLY0012,PL,,Granted,18POLY0012-PL-EPT,19744638.8,7/11/2019,6,7/11/2024,226,6/16/2024
18POLY0012,PL,,Granted,18POLY0012-PL-EPT,19744638.8,7/11/2019,7,7/11/2025,236,
18POLY0012,PL,,Granted,18POLY0012-PL-EPT,19744638.8,7/11/2019,8,7/11/2026,238,
18POLY0012,TR,,Granted,18POLY0012-TR-EPT,19744638.8,7/11/2019,6,7/11/2024,186,6/16/2024
